ordemdecompra,avulso,paineis,portaaluminio,vidros,pecaspintadas,tapecaria,serralheria,cabide,trilho,volmod,avulsol,paineisl,portaaluminiol,vidrosl,pecaspintadasl,tapecarial,serralherial,cabidel,trilhol,modulosl,avulsoq,paineisq,portaaluminioq,vidrosq,pecaspintadasq,tapecariaq,serralheriaq,cabideq,trilhoq,modulosq,totalvolumes
1000000007,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,4
1000000011,false,false,false,false,false,false,false,false,false,false,,,,,,,,,,,0,0,0,0,0,0,0,0,0,0,14
1000000012,true,true,false,false,false,false,false,false,false,true,28,2,,,,,,,,2,1,14,0,0,0,0,0,0,0,32,32
1000000013,true,true,true,false,false,false,false,false,false,true,13,2,7,,,,,,,2,1,26,1,0,0,0,0,0,0,42,44
1000000014,true,false,false,false,false,false,false,false,false,true,18,,,,,,,,,5-MEIO,1,0,0,0,0,0,0,0,0,42,43
1000000015,true,false,true,false,false,false,false,false,false,true,4,,,,,,,,,ILHA,1,0,2,0,0,0,0,0,0,10,0
1000000016,true,false,true,false,false,false,false,false,false,true,1,,7,,,,,,,ILHA,1,0,1,0,0,0,0,0,0,4,6
1000000017,true,true,true,false,false,true,false,true,true,true,13,9,7,,,,,9,9,9,1,10,1,0,0,2,0,1,1,30,34
1000000018,true,true,true,false,false,false,false,true,true,true,20,9,7,,,,,9,9,9,1,12,1,0,0,0,0,1,1,49,53
1000000019,false,false,false,false,false,false,false,false,false,true,,,,,,,,,,8,0,0,0,0,0,0,0,0,0,4,4
1000000020,true,true,true,false,false,false,false,true,false,true,16,03,2,,,,,JUNTOS,,03,1,0,3,0,0,0,0,0,0,40,41
1000000021,true,false,false,false,false,false,false,false,false,true,20,,,,,,,,,03,1,0,0,0,0,0,0,0,0,13,14
1000000022,true,false,false,false,false,false,false,false,true,true,27,,,,,,,,4-P-FRENTE,4-P-FRENTE,2,0,0,0,0,0,0,0,1,51,54
1000000023,false,false,false,false,false,false,false,false,false,false,1,,,,,,,,,1,1,0,0,0,0,0,0,0,0,9,10
1000000024,true,false,false,false,false,false,false,false,false,true,27,,,,,,,,,3,1,0,0,0,0,0,0,0,0,25,26
1000000025,true,false,true,false,false,false,false,false,false,true,27,,9,,,,,,,3,2,0,4,0,0,0,0,0,0,53,58
1000000026,true,false,false,false,false,false,false,false,false,true,8,,,,,,,,,ILHA,1,0,0,0,0,0,0,0,0,4,5
1000000027,true,false,false,false,false,false,false,false,false,true,08,,,,,,,,,ILHA,1,0,0,0,0,0,0,0,0,3,4
1000000028,true,false,false,false,false,false,false,false,false,true,27,,,,,,,,,3,2,0,0,0,0,0,0,0,0,49,51
1000000029,true,false,false,false,false,false,false,false,false,true,3,,,,,,,,,ILHA,1,0,0,0,0,0,0,0,0,4,5
1000000030,true,false,false,true,false,false,true,false,false,true,11,,,ILHA,,,ILHA,,,,1,0,0,1,0,0,1,0,0,1,12
1000000031,true,false,false,true,false,false,true,false,false,true,8,,,8,,,ILHA,,,ILHA,1,0,0,2,0,0,1,0,0,2,6
1000000032,true,true,false,false,true,false,false,false,false,true,6,3,,,3,,,,,3,1,11,0,0,1,0,0,0,0,6,19
1000000033,true,true,false,false,false,false,true,false,true,true,25,5-P-FUNDOS,,,,,5-P-FUNDOS,,5-P-FUNDOS,5-P-FUNDOS,1,15,0,0,0,0,2,0,2,7,27
1000000034,true,false,false,false,false,false,true,false,false,true,25,,,,,,5-FRENTE,,,5-FRENTE,7,0,0,0,0,0,2,0,0,53,62
1000000035,true,false,true,true,false,false,true,true,true,true,34,,3,9,,,3,3,3,3,2,0,4,7,0,0,2,3,2,2,92
1000000036,true,false,true,false,false,false,false,true,true,true,31,,12,,,,,ILHA,ILHA,ILHA,2,0,2,0,0,0,0,3,1,78,86
1000000037,true,false,false,false,false,false,false,false,false,true,20,,,,,,,,,4-P-FRENTE,1,0,0,0,0,0,0,0,0,32,33
1000000038,true,false,false,false,false,false,false,false,false,true,4,,,,,,,,,8,1,0,0,0,0,0,0,0,0,1,2
1000000039,true,false,false,false,false,false,false,false,false,true,1,,,,,,,,,ILHA,1,0,0,0,0,0,0,0,0,1,2
1000000040,true,false,true,false,false,false,false,false,false,false,32,,12,,,,,,,,1,0,4,0,0,0,0,0,0,0,5
1000000041,true,false,false,false,false,false,false,false,false,true,28,,,,,,,,,4-P-FRENTE,1,0,0,0,0,0,0,0,0,11,12
1000000042,true,false,false,false,false,false,false,false,false,true,25,,,,,,,,,5-P-FUNDOS,2,0,0,0,0,0,0,0,0,29,31
1000000043,true,false,true,false,false,false,false,false,false,true,32,,12,,,,,,,5-P-FUNDOS,5,0,2,0,0,0,0,0,0,100,106
1000000045,false,false,false,false,false,false,false,false,false,true,,,,,,,,,,ILHA,0,0,0,0,0,0,0,0,0,2,2
1000000046,true,false,false,false,false,false,false,false,false,true,11,,,,,,,,,4-P-FRENTE,1,0,0,0,0,0,0,0,0,9,10
1000000047,false,false,false,false,false,false,false,false,false,true,,,,,,,,,,4-P-FUNDOS,0,0,0,0,0,0,0,0,0,30,30
1000000049,true,false,false,false,false,false,false,false,false,true,28,,,,,,,,,5-FUNDOS,1,0,0,0,0,0,0,0,0,46,47
1000000050,true,false,false,false,false,false,false,false,false,true,28,,,,,,,,,8,1,0,0,0,0,0,0,0,0,29,32
1000000051,true,false,false,false,false,false,false,false,false,true,12,,,,,,,,,4-P-FRENTE,1,0,0,0,0,0,0,0,0,16,17
1000000052,true,false,false,false,false,false,false,false,false,true,9,,,,,,,,,ILHA,1,0,0,0,0,0,0,0,0,4,5
1000000053,true,false,true,false,false,false,false,false,false,true,34 E 36,,4,,,,,,,4-P-FUNDOS,3,0,1,0,0,0,0,0,0,95,98
1000000054,true,false,false,false,false,false,false,false,false,true,28,,,,,,,,,9,1,0,0,0,0,0,0,0,0,8,9
1000000055,true,false,true,false,false,false,false,true,false,true,21,,4,,,,,4-P-FUNDOS,,4-P-FUNDOS,3,0,3,0,0,0,0,2,0,80,87
1000000056,true,false,false,false,false,false,false,false,false,true,8,,,,,,,,,ILHA,1,0,0,0,0,0,0,0,0,5,6
1000000057,true,false,true,false,false,false,false,false,false,true,2,,1,,,,,,,3,1,0,2,0,0,0,0,0,0,7,10
1000000058,true,false,true,false,false,false,true,false,false,true,30,,5,,,,4-FUNDOS,,,4-FUNDOS,1,0,3,0,0,0,1,0,0,13,18
1000000059,true,false,false,false,false,false,true,false,false,true,27,,,,,,5-FUNDOS,,,5-FUNDOS,3,0,0,0,0,0,1,0,0,75,79
1000000060,true,false,false,false,false,false,false,false,false,true,35,,,,,,,,,4-MEIO,1,0,0,0,0,0,0,0,0,24,25
1000000061,true,false,false,false,false,false,false,true,true,true,30,,,,,,,5-P-FUNDOS,5-P-FUNDOS,5-P-FUNDOS,1,0,0,0,0,0,0,2,1,29,33
1000000062,true,false,false,false,false,false,false,false,false,true,4,,,,,,,,,4-P-FRENTE,1,0,0,0,0,0,0,0,0,4,5
1000000063,true,false,false,false,false,false,true,false,false,true,30,,,,,,4-MEIO,,,4-MEIO,2,0,0,0,0,0,1,0,0,42,44
1000000064,true,false,false,false,false,false,false,false,false,true,37,,,,,,,,,4-MEIO,1,0,0,0,0,0,0,0,0,18,20
1000000065,true,false,false,false,false,false,false,true,false,true,18,,,,,,,5-MEIO,,5-MEIO,1,0,0,0,0,0,0,3,0,24,29
1000000066,true,false,false,false,false,false,false,false,false,true,4,,,,,,,,,4-P-FRENTE,1,0,0,0,0,0,0,0,0,15,16
1000000067,true,false,false,false,false,false,false,false,false,true,17,,,,,,,,,ILHA,1,0,0,0,0,0,0,0,0,3,4
1000000068,true,false,false,false,false,false,false,false,false,true,17,,,,,,,,,ILHA,1,0,0,0,0,0,0,0,0,6,7
1000000069,true,false,false,false,false,false,false,false,false,true,19,,,,,,,,,ILHA,1,0,0,0,0,0,0,0,0,3,4
1000000070,true,false,false,false,false,false,false,false,false,true,28,,,,,,,,,4-FUNDOS,2,0,0,0,0,0,0,0,0,17,19
1000000071,true,false,false,false,false,false,false,false,false,true,30,,,,,,,,,5-FRENTE,2,0,0,0,0,0,0,0,0,35,37
1000000072,true,false,false,false,false,false,false,true,false,true,37,,,,,,,5-P-FUNDOS,,5-P-FUNDOS,1,0,0,0,0,0,0,3,0,21,24
1000000073,true,false,false,false,false,false,false,true,false,true,18,,,,,,,5-MEIO,,5-MEIO,1,0,0,0,0,0,0,3,0,20,24
1000000074,true,true,false,true,false,false,false,false,false,true,BOX 28,BOX 11,,BOX 10,,,,,,BOX 11,2,8,0,5,0,0,0,0,0,43,48
1000000075,true,false,false,false,false,false,false,false,false,true,23,,,,,,,,,4-FRENTE,3,0,0,0,0,0,0,0,0,40,43
1000000076,false,false,false,false,false,false,false,true,false,true,24,,,,,,,8,,8,0,0,0,0,0,0,0,3,0,44,48
1000000077,false,false,false,false,false,false,false,false,false,true,,,,,,,,,,4-P-FRENTE,0,0,0,0,0,0,0,0,0,10,10
1000000078,true,false,false,false,false,false,false,true,false,true,19,,,,,,,4-FUNDOS,,4-FUNDOS,1,0,0,0,0,0,0,1,0,13,15
1000000079,true,false,false,false,false,false,false,false,false,true,10,,,,,,,,,ILHA,1,0,0,0,0,0,0,0,0,5,6
1000000080,true,false,false,false,false,false,false,false,false,true,10,,,,,,,,,ILHA,1,0,0,0,0,0,0,0,0,6,7
1000000081,true,false,false,false,false,false,false,false,false,true,TAPA FUROS,,,,,,,,,ILHA,0,0,0,0,0,0,0,0,0,4,4
1000000082,true,false,false,false,false,false,false,true,false,true,SEPARANDO,,,,,,,03,,3,2,0,0,0,0,0,0,1,0,84,87
1000000084,true,false,false,false,false,false,false,false,false,true,4,,,,,,,,,ILHA,1,0,0,0,0,0,0,0,0,1,2
1000000085,true,false,false,false,false,false,false,true,false,false,30,,,,,,,03,,03,2,0,0,0,0,0,0,1,0,57,60
1000000086,true,true,false,false,false,false,false,true,false,true,11,JUNTOS,,,,,,8-PAREDE,,8-PAREDE,3,0,0,0,0,0,0,2,0,84,89
1000000087,true,true,false,false,false,false,false,true,false,true,30,4-P-FRENTE,,,,,,4-P-FRENTE,,4-P-FRENTE,1,0,0,0,0,0,0,2,0,38,38
1000000088,true,false,false,false,false,false,false,true,false,true,28,,,,,,,4-P-FRENTE,,4-P-FRENTE,3,0,0,0,0,0,0,2,0,48,53
1000000089,true,false,false,false,false,false,false,false,false,true,2,,,,,,,,,BOX 4 MEIO,3,0,0,0,0,0,0,0,0,83,86
1000000090,true,false,true,false,false,false,false,false,false,true,34,,1,,,,,,,ILHA,1,0,2,0,0,0,0,0,0,12,15
1000000091,true,false,false,false,false,false,false,false,false,true,5,,,,,,,,,4 -P- FUNDO,1,0,0,0,0,0,0,0,0,14,15
1000000092,true,false,false,false,false,false,false,false,false,true,1,,,,,,,,,ILHA,1,0,0,0,0,0,0,0,0,9,10
1000000093,true,false,true,false,false,false,false,false,false,true,13,,5,,,,,,,ILHA,1,0,2,0,0,0,0,0,0,12,15
1000000094,true,true,false,false,false,false,false,false,false,true,5,,,,,,,,,4 FRENTE,1,1,0,0,0,0,0,0,0,26,27
1000000095,true,false,false,false,false,false,false,false,false,true,28,,,,,,,,,5-MEIO,3,0,0,0,0,0,0,0,0,96,99
1000000096,true,false,false,false,false,false,false,false,false,true,6,,,,,,,,,4 PAREDE,1,0,0,0,0,0,0,0,0,8,9
1000000097,true,false,false,false,false,false,false,false,false,true,BOX 1,,,,,,,,,BOX 8,1,0,0,0,0,0,0,0,0,2,3
1000000098,true,true,false,false,false,false,false,true,false,true," BOX 18",BOX 3,,,,,,BOX 3,,BOX 3,1,,0,0,0,0,0,1,0,61,63
1000000099,true,false,false,false,false,false,false,false,false,true,BOX 14,,,,,,,,,ILHA,1,0,0,0,0,0,0,0,0,5,6
1000000100,true,false,false,false,false,false,false,true,false,true," BOX 28",,,,,,,BOX 4,,BOX 4,2,0,0,0,0,0,0,1,0,55,58
1000000101,true,false,false,false,false,false,false,false,false,true,BOX 30,,,,,,,,,BOX 11,1,0,0,0,0,0,0,0,0,10,11
1000000102,true,false,false,false,false,false,false,false,false,true,BOX 25e27,,,,,,,,,BOX 6,3,0,0,0,0,0,0,0,0,61,64
1000000103,true,false,false,false,false,false,false,true,false,true,BOX 17,,,,,,,BOX 9,,BOX 9,1,0,0,0,0,0,0,1,0,24,26
1000000104,true,false,false,false,true,false,false,false,false,true,BOX 22,,,,OK,,,,,BOX 09,2,0,0,0,10,0,0,0,0,58,60
1000000105,true,false,false,false,false,false,false,false,false,true,BOX 1,,,,,,,,,ILHA,1,0,0,0,0,0,0,0,0,10,11
1000000106,true,false,true,false,false,false,false,false,false,true,BOX 26,,BOX 2,,,,,,,BOX 11,4,0,6,0,0,0,0,0,0,178,188
1000000107,true,false,false,false,false,false,false,false,true,true,BOX 10,,,,,,,,BOX 9,BOX 9,2,0,0,0,0,0,0,0,,81,83
1000000109,true,false,false,false,false,false,false,false,false,true,BOX 23,,,,,,,,,BOX 6,1,0,0,0,0,0,0,0,0,7,8
1000000110,true,false,false,false,false,false,false,false,false,true,BOX 10,,,,,,,,,MEIO,1,0,0,0,0,0,0,0,0,71,72
1000000111,true,true,false,false,false,false,false,false,false,false,BOX 4,BOX 2,,,,,,,,,1,3,0,0,0,0,0,0,0,0,4
1000000112,false,false,false,false,false,false,false,false,false,true,,,,,,,,,,BOX 8,0,0,0,0,0,0,0,0,0,1,0
1000000113,true,false,false,false,false,false,false,true,false,true,BOX 29,,,,,,,ILHA,,ILHA,1,0,0,0,0,0,0,1,0,36,38
1000000114,true,false,false,false,false,false,false,true,false,true,BOX 29,,,,,,,BOX 09,,BOX 09,1,0,0,0,0,0,0,1,0,48,50
1000000115,true,false,false,false,false,false,false,true,false,true,BOX 18,,,,,,,BOX 07,,BOX 07,1,0,0,0,0,0,0,1,0,35,37
1000000116,true,false,false,false,false,false,false,true,false,true,BOX 18,,,,,,,BOX 11,,BOX 11,1,0,0,0,0,0,0,1,0,29,31
1000000117,true,false,false,false,false,false,false,true,false,true,BOX 35,,,,,,,MEIO,,MEIO,1,0,0,0,0,0,0,1,0,31,33
1000000118,true,false,false,false,false,false,false,true,false,true,BOX 27,,,,,,,BOX 07,,BOX 07,1,0,0,0,0,0,0,1,0,23,25
1000000119,true,false,false,false,false,false,false,true,false,true,BOX 12,,,,,,,BOX 02,,BOX 02,1,0,0,0,0,0,0,1,0,24,26
1000000120,true,false,false,false,false,false,false,true,false,true,BOX 05,,,,,,,BOX 09,,BOX 09,1,0,0,0,0,0,0,1,0,59,61
1000000121,true,false,false,false,false,false,false,true,false,true,BOX 05,,,,,,,BOX 05,,BOX 05,1,0,0,0,0,0,0,1,0,60,63
1000000122,true,false,false,false,false,false,false,true,false,true,BOX 11,,,,,,,BOX 05,,BOX 05,1,0,0,0,0,0,0,1,0,46,48
1000000123,true,false,false,false,false,false,false,true,false,true,BOX 15,,,,,,,PAREDE,,PAREDE,1,0,0,0,0,0,0,1,0,30,32
1000000124,true,false,false,false,false,false,false,true,false,true,BOX 10,,,,,,,BOX 09,,BOX 09,2,0,0,0,0,0,0,1,0,67,70
1000000125,true,false,false,false,false,false,false,true,false,true,BOX 14,,,,,,,MEIO,,MEIO,1,0,0,0,0,0,0,1,0,21,23
1000000126,true,false,false,false,false,false,false,true,false,true,BOX 20,,,,,,,BOX 07,,BOX 07,2,0,0,0,0,0,0,1,0,47,50
1000000127,true,false,false,false,false,false,false,true,false,true,BOX 06,,,,,,,BOX 10,,BOX 10,2,0,0,0,0,0,0,1,0,18,21
1000000128,true,false,false,false,false,false,false,true,false,true,BOX 33,,,,,,,BOX 02,,BOX 02,2,0,0,0,0,0,0,1,0,34,37
1000000129,true,false,false,false,false,false,false,true,false,true,BOX 24,,,,,,,BOX 02,,BOX 02,1,0,0,0,0,0,0,1,0,47,49
1000000130,true,false,false,false,false,false,false,true,false,true,BOX 18,,,,,,,BOX 07,,BOX 07,1,0,0,0,0,0,0,1,0,35,37
1000000131,true,false,false,false,false,false,false,true,false,true,BOX 17,,,,,,,BOX 07,,BOX 07,1,0,0,0,0,0,0,1,0,33,35
1000000132,true,false,false,false,false,false,false,true,false,true,BOX 17,,,,,,,BOX 07,,BOX 07,1,0,0,0,0,0,0,1,0,29,31
1000000133,true,false,false,false,false,false,false,true,false,true,BOX 15,,,,,,,BOX 07,,BOX 07,1,0,0,0,0,0,0,1,0,21,23
1000000134,true,false,false,false,false,false,false,true,false,true,BOX 35,,,,,,,BOX 02,,BOX 02,1,0,0,0,0,0,0,1,0,21,23
1000000135,true,false,false,false,false,false,false,true,false,true,BOX 29,,,,,,,BOX 10,,BOX 10,2,0,0,0,0,0,0,1,0,54,57
1000000136,true,false,false,false,false,false,false,true,false,true,BOX 16,,,,,,,MEIO,,MEIO,2,0,0,0,0,0,0,1,0,54,57
1000000137,true,false,false,false,false,false,false,true,false,true,BOX 11,,,,,,,BOX 11,,BOX 11,1,0,0,0,0,0,0,1,0,1,3
1000000138,true,false,false,false,false,false,false,true,false,true,BOX 06,,,,,,,BOX 05,,BOX 05,1,0,0,0,0,0,0,1,0,30,32
1000000139,true,false,false,false,false,false,false,true,false,true,BOX 20,,,,,,,MEIO,,MEIO,2,0,0,0,0,0,0,1,0,60,63
1000000140,true,false,false,false,false,false,false,true,false,true,BOX 10,,,,,,,BOX 05,,BOX 05,1,0,0,0,0,0,0,1,0,20,22
1000000141,true,false,false,false,false,false,false,true,false,true,BOX 12,,,,,,,BOX 11,,BOX 11,1,0,0,0,0,0,0,1,0,43,45
1000000142,true,false,false,false,false,false,false,true,false,true,BOX 27,,,,,,,BOX 10,,BOX 10,2,0,0,0,0,0,0,1,0,61,64
1000000143,true,false,false,false,false,false,false,true,false,true,BOX 15,,,,,,,BOX 09,,BOX 09,1,0,0,0,0,0,0,1,0,32,34
1000000144,true,false,false,false,false,false,false,true,false,true,BOX 15,,,,,,,BOX 11,,BOX 11,1,0,0,0,0,0,0,1,0,44,46
1000000145,true,false,false,false,false,false,false,true,false,true,BOX 14,,,,,,,PAREDE,,PAREDE,1,0,0,0,0,0,0,1,0,36,38
1000000146,true,false,false,false,false,false,false,true,false,true,BOX 16,,,,,,,BOX 07,,BOX 07,1,0,0,0,0,0,0,1,0,30,32
1000000147,true,false,false,false,false,false,false,true,false,true,BOX 16,,,,,,,BOX 08,,BOX 08,1,0,0,0,0,0,0,1,0,29,31
1000000148,true,false,false,false,false,false,false,true,false,true,BOX 17,,,,,,,BOX 08,,BOX 08,1,0,0,0,0,0,0,1,0,23,25
1000000149,true,false,false,false,false,false,false,true,false,true,BOX 11,,,,,,,ILHA,,ILHA,1,0,0,0,0,0,0,1,0,20,22
1000000150,true,false,false,false,false,false,false,true,false,true,BOX 24,,,,,,,BOX 07,,BOX 07,1,0,0,0,0,0,0,1,0,52,54
1000000151,true,false,false,false,false,false,false,true,false,true,BOX 28,,,,,,,BOX 09,,BOX 09,2,0,0,0,0,0,0,1,0,52,55
1000000152,true,false,false,false,false,false,false,true,false,true,BOX 20,,,,,,,BOX 02,,BOX 02,1,0,0,0,0,0,0,1,0,46,48
1000000153,true,false,false,false,false,false,false,true,false,true,BOX 20,,,,,,,MEIO,,MEIO,1,0,0,0,0,0,0,1,0,33,35
1000000154,true,false,false,false,false,false,false,true,false,true,BOX 27,,,,,,,MEIO,,MEIO,1,0,0,0,0,0,0,1,0,70,70
1000000155,true,false,false,false,false,false,false,true,false,true,BOX 22,,,,,,,BOX 10,,BOX 10,1,0,0,0,0,0,0,1,0,21,23
1000000156,true,false,false,false,false,false,false,true,false,true,BOX 28,,,,,,,MEIO,,MEIO,1,0,0,0,0,0,0,1,0,49,51
1000000157,true,false,false,false,false,false,false,true,false,true,BOX 27,,,,,,,ILHA,,ILHA,2,0,0,0,0,0,0,1,0,61,64
1000000158,true,false,false,false,false,false,false,true,false,false,BOX 35,,,,,,,MEIO,,MEIO,1,0,0,0,0,0,0,1,0,41,41
1000000159,true,false,false,false,false,false,false,true,false,true,BOX 08,,,,,,,BOX 06,,BOX 06,2,0,0,0,0,0,0,1,0,51,54
1000000160,true,false,false,false,false,false,false,true,false,true,BOX 15,,,,,,,BOX 07,,BOX 07,1,0,0,0,0,0,0,1,0,39,41
1000000161,true,false,false,false,false,false,false,true,false,true,BOX 11,,,,,,,BOX 02,,BOX 02,1,0,0,0,0,0,0,1,0,29,31
1000000162,true,false,false,false,false,false,false,true,false,true,BOX 35,,,,,,,MEIO,,MEIO,1,0,0,0,0,0,0,1,0,33,35
1000000163,true,false,false,false,false,false,false,true,false,true,BOX 11,,,,,,,ILHA,,ILHA,1,0,0,0,0,0,0,1,0,21,23
1000000164,true,false,false,false,false,false,false,true,false,true,BOX 12,,,,,,,ILHA,,ILHA,1,0,0,0,0,0,0,1,0,21,23
1000000165,true,false,false,false,false,false,false,true,false,true,BOX 16,,,,,,,BOX 07,,BOX 07,1,0,0,0,0,0,0,1,0,53,55
1000000166,true,false,false,false,false,false,false,true,false,true,BOX 29,,,,,,,BOX 10,,BOX 10,2,0,0,0,0,0,0,1,0,56,59
1000000167,true,false,false,false,false,false,false,true,false,true,BOX 29,,,,,,,BOX 02,,BOX 02,1,0,0,0,0,0,0,1,0,43,45
1000000168,true,false,false,false,false,false,false,true,false,true,BOX 18,,,,,,,BOX 09,,BOX 09,1,0,0,0,0,0,0,1,0,31,33
1000000169,true,false,false,false,false,false,false,true,false,true,BOX 24,,,,,,,MEIO,,MEIO,2,0,0,0,0,0,0,1,0,63,66
1000000170,true,false,false,false,false,false,false,true,false,true,BOX 14,,,,,,,BOX 02,,BOX 02,1,0,0,0,0,0,0,1,0,21,23
1000000171,true,false,false,false,false,false,false,true,false,true,BOX 17,,,,,,,BOX 08,,BOX 08,1,0,0,0,0,0,0,1,0,43,45
1000000172,true,false,false,false,false,false,false,true,false,true,BOX 24,,,,,,,BOX 09,,BOX 09,2,0,0,0,0,0,0,1,0,61,64
1000000173,true,false,false,false,false,false,false,true,false,true,BOX 12,,,,,,,BOX 11,,BOX 11,1,0,0,0,0,0,0,1,0,35,37
1000000174,true,false,false,false,false,false,false,true,true,true,BOX 25,,,,,,,PAREDE,PAREDE,PAREDE,1,0,0,0,0,0,0,1,1,41,44
1000000175,true,false,false,false,false,false,false,true,true,true,BOX 7,,,,,,,PAREDE,PAREDE,PAREDE,1,0,0,0,0,0,0,1,1,35,38
1000000176,true,false,false,false,false,false,false,true,false,true,BOX 17,,,,,,,BOX 07,,BOX 07,1,0,0,0,0,0,0,1,0,30,32
1000000177,true,false,false,false,false,false,false,true,false,true,BOX 18,,,,,,,BOX 07,,BOX 07,1,0,0,0,0,0,0,1,0,32,34
1000000178,true,false,false,false,false,false,false,true,false,true,BOX 15,,,,,,,BOX 02,,BOX 02,1,0,0,0,0,0,0,1,0,20,22
1000000179,true,false,false,false,false,false,false,true,false,true,BOX 20,,,,,,,BOX 10,,BOX 10,1,0,0,0,0,0,0,1,0,20,22
1000000180,true,false,false,false,false,false,false,true,false,true,BOX 24,,,,,,,BOX 08 E 09,,BOX 08 E 09,2,0,0,0,0,0,0,1,0,54,57
1000000181,true,false,false,false,false,false,false,true,false,true,BOX 25,,,,,,,MEIO,,MEIO,1,0,0,0,0,0,0,1,0,56,58
1000000182,true,false,false,false,false,false,false,true,false,true,BOX 25,,,,,,,MEIO,,MEIO,1,0,0,0,0,0,0,1,0,47,49
1000000183,true,false,false,false,false,false,false,true,false,true,BOX 20,,,,,,,BOX 07,,BOX 07,1,0,0,0,0,0,0,1,0,28,30
1000000184,true,false,false,false,false,false,false,true,false,true,BOX 25,,,,,,,,MEIO,MEIO,1,0,0,0,0,0,0,0,1,60,62
1000000185,true,false,false,false,false,false,false,true,false,true,BOX 22,,,,,,,MEIO,,MEIO,1,0,0,0,0,0,0,1,0,21,23
1000000186,true,false,false,false,false,false,false,true,false,true,BOX 23,,,,,,,MEIO,,MEIO,1,0,0,0,0,0,0,1,0,43,45
1000000187,true,false,false,false,false,false,false,true,false,true,BOX 28,,,,,,,BOX 06,,BOX 06,1,0,0,0,0,0,0,1,0,61,64
1000000188,true,false,false,false,false,false,false,false,false,true,,,,,,,,,,,1,0,0,0,0,0,0,0,0,8,9
1000000189,false,false,false,false,false,false,true,false,false,true,,,,,,,MEIO,,,MEIO,0,0,0,0,0,0,2,0,0,7,9
1000000190,true,false,false,false,false,false,false,true,true,true,BOX 10,,,,,,,BOX 7,BOX 7,BOX 7,1,0,0,0,0,0,0,1,1,31,34
1000000191,true,false,false,false,false,false,false,true,true,true,BOX 23,,,,,,,BOX 7,BOX 7,BOX 7,1,0,0,0,0,0,0,1,1,40,43
1000000192,true,false,false,false,false,false,false,true,true,true,BOX 10,,,,,,,BOX 7,BOX 7,BOX 7,1,0,0,0,0,0,0,1,1,36,39
1000000193,true,false,false,false,false,false,false,true,true,true,BOX 10,,,,,,,BOX 7,BOX 7,BOX 7,1,0,0,0,0,0,0,1,1,29,32
1000000194,true,false,false,false,false,false,false,true,true,true,BOX 14,,,,,,,BOX 2,BOX 2,BOX 2,1,0,0,0,0,0,0,1,1,39,42
1000000195,true,false,false,false,false,false,false,true,false,true,BOX 14,,,,,,,MEIO,,MEIO,1,0,0,0,0,0,0,1,0,18,20
1000000196,true,false,false,false,false,false,false,true,false,true,BOX 14,,,,,,,MEIO,,MEIO,1,0,0,0,0,0,0,1,0,19,21
1000000197,true,false,false,false,false,false,false,true,false,true,box 15,,,,,,,BOX 8,,BOX 8,1,0,0,0,0,0,0,1,0,50,52
1000000198,true,false,false,false,false,false,false,true,false,true,BOX 27,,,,,,,MEIO,,MEIO,1,0,0,0,0,0,0,1,0,54,56
1000000199,true,false,false,false,false,false,false,true,false,true,BOX 14,,,,,,,MEIO,,MEIO,1,0,0,0,0,0,0,1,0,43,45
1000000200,true,false,false,false,false,false,false,true,true,true,BOX 10,,,,,,,BOX 8,BOX 8,BOX 8,1,0,0,0,0,0,0,1,1,32,35
1000000201,true,false,false,false,false,false,false,true,false,true,BOX 27,,,,,,,ILHA,,ILHA,1,0,0,0,0,0,0,1,0,62,64
1000000202,true,false,false,false,false,false,false,true,false,true,BOX 15,,,,,,,BOX 6,,BOX 6,1,0,0,0,0,0,0,1,0,21,23
1000000203,true,false,false,false,false,false,false,true,false,true,BOX 8,,,,,,,BOX 9,,BOX 9,1,0,0,0,0,0,0,1,0,43,45
1000000204,true,false,false,false,false,false,false,true,false,true,BOX 28,,,,,,,ILHA,,ILHA,1,0,0,0,0,0,0,1,0,57,59
1000000205,true,false,false,false,false,false,false,true,true,true,BOX 15,,,,,,,BOX 7,BOX 7,BOX 7,1,0,0,0,0,0,0,1,1,33,36
1000000206,true,false,false,false,false,false,false,true,true,true,BOX 14,,,,,,,BOX 7,BOX 7,BOX 7,1,0,0,0,0,0,0,1,1,42,45
1000000207,true,false,false,false,false,false,false,true,true,true,BOX 12,,,,,,,BOX 7,BOX 7,BOX 7,1,0,0,0,0,0,0,1,1,31,34
1000000208,true,false,false,false,false,false,false,true,true,true,BOX 10,,,,,,,BOX 6,BOX 6,BOX 6,1,0,0,0,0,0,0,1,1,32,35
1000000209,true,false,false,false,false,false,false,true,true,true,BOX 12,,,,,,,BOX 7,BOX 7,BOX 7,1,0,0,0,0,0,0,1,1,29,32
1000000210,true,false,false,false,false,false,false,true,false,true,BOX 10,,,,,,,BOX 6,,BOX 6,1,0,0,0,0,0,0,1,0,19,21
1000000211,true,false,false,false,false,false,false,true,false,true,BOX 10,,,,,,,BOX 11,,BOX 11,1,0,0,0,0,0,0,1,0,19,21
1000000212,true,false,false,false,false,false,false,true,false,true,BOX 13,,,,,,,BOX 10,,BOX 10,2,0,0,0,0,0,0,1,0,57,60
